0	838264	0
838264	859530	1
859530	860883	0
860883	861073	1
861073	869481	0
869481	882443	-1
882443	896233	0
896233	917967	1
917967	921784	0
921784	936009	0
936009	2124250	1
2124250	2256361	1
2256361	2273166	2
2273166	2678388	3
2678388	2678582	2
2678582	2678594	1
2678594	2678700	0
2678700	2678735	-1
2678735	2678751	-2
2678751	2929300	-3
2929300	3397482	-2
3397482	3612993	-1
3612993	3974329	0
3974329	4016007	1
4016007	4479486	2
4479486	4847916	3
4847916	4848549	4
4848549	5456138	5
5456138	5628144	6
5628144	6397361	7
6397361	6461647	8
6461647	7019232	9
7019232	7214815	10
7214815	7442693	11
7442693	7482221	12
7482221	7540565	11
7540565	8659326	11
8659326	8689012	12
8689012	8713017	13
8713017	8760282	14
8760282	9019335	13
9019335	9347806	13
9347806	9952606	13
9952606	10410815	14
10410815	10417364	15
10417364	10431782	15
10431782	10671380	16
10671380	10939796	18
10939796	11426033	19
11426033	12390533	20
12390533	12400206	21
12400206	12598817	22
12598817	12875913	22
12875913	13201231	22
13201231	13552463	-1212
13552463	13994308	-1212
13994308	14511581	-2441
14511581	15201342	-2441
15201342	15426793	-2441
15426793	15438039	-2441
15438039	15438867	-2441
15438867	15439009	-2441
15439009	15439690	-2441
15439690	15896743	-2441
15896743	16517258	-2440
16517258	16524393	-2440
16524393	17146371	-2440
17146371	17641809	-2440
17641809	17808514	-3669
17808514	18383563	-3668
18383563	19195627	-3668
19195627	19604982	-3669
19604982	20217510	-3668
20217510	20518075	-3667
20518075	20636139	-3667
20636139	20901657	-3666
20901657	21756184	-3665
21756184	23560163	-3665
23560163	26660141	-3663
26660141	27180129	-3662
27180129	27411422	-3662
27411422	27694265	-3661
27694265	28541151	-3661
28541151	28816720	-4894
28816720	29362270	-4894
29362270	30140448	-4893
30140448	30432563	-4892
