0	1	0
1	44436	-7
44436	1157567	-7
1157567	2714460	-6
2714460	2821923	-5
2821923	2932659	-6
2932659	3439659	-5
3439659	3876002	-6
3876002	4588080	-7
4588080	5363270	-7
5363270	5816277	-6
5816277	7603381	-6
7603381	9171890	-7
9171890	9308739	-1237
9308739	9863456	-1237
9863456	10203288	-1237
10203288	10900369	-1237
10900369	11355397	-1237
11355397	13025116	-2479
13025116	13195521	-3713
13195521	13748163	-3713
13748163	13754065	-4343
13754065	13849978	-10986
13849978	14302875	-10986
14302875	14487543	-10986
14487543	14687919	-10986
14687919	14796015	-10986
14796015	14850783	-10986
14850783	14850823	-10987
14850823	15597340	-10988
15597340	15687459	-10987
15687459	15775867	-10987
15775867	16319839	-10987
16319839	16373573	-10987
16373573	16373574	-10986
16373574	17010818	-10985
17010818	17749194	-10985
17749194	18543471	-10985
18543471	18625273	-10983
18625273	18694773	-10982
18694773	18976740	-10981
18976740	19002732	-10980
19002732	19214407	-10979
19214407	19214409	-10978
19214409	19214421	-10977
19214421	19215219	-10976
19215219	19217855	-10977
19217855	19260194	-10977
19260194	19261764	-10977
19261764	20366487	-10978
20366487	20574641	-10977
20574641	20582096	-10978
20582096	20744362	-10979
20744362	21222460	-10979
21222460	21234153	-10978
21234153	21237093	-10978
21237093	21342272	-10977
21342272	22194564	-10977
22194564	22209394	-10976
22209394	23098140	-10975
23098140	23230503	-10976
23230503	23470805	-10975
