0	1014040	0
1014040	1178251	0
1178251	1445100	0
1445100	1504714	1
1504714	2719797	2
2719797	3807165	3
3807165	5090150	3
5090150	6293251	3
6293251	6892299	4
6892299	6987116	5
6987116	7304242	6
7304242	7304293	6
7304293	7304311	6
7304311	7304317	6
7304317	7304375	6
7304375	7304450	6
7304450	7312533	5
7312533	7312549	4
7312549	7316408	3
7316408	7324951	2
7324951	7437990	3
7437990	7534480	3
7534480	7550633	2
7550633	7644375	3
7644375	8038990	4
8038990	8190132	5
8190132	8202620	5
8202620	8225699	5
8225699	8228099	4
8228099	8229250	4
8229250	8378555	4
8378555	8380351	5
8380351	8380564	4
8380564	8425122	5
8425122	8437018	5
8437018	8526461	5
8526461	8551350	4
8551350	8563437	3
8563437	8575956	4
8575956	8576988	5
8576988	8577376	6
8577376	8577416	7
8577416	8577460	6
8577460	8577472	5
8577472	8577491	5
8577491	8577500	5
8577500	8577588	4
8577588	8577748	4
8577748	8577794	5
8577794	8579572	6
8579572	8580000	5
8580000	8593287	5
8593287	8615026	4
8615026	8636760	3
8636760	8638639	3
8638639	8638651	2
8638651	8638669	3
8638669	8639337	2
8639337	8639868	1
8639868	8639879	0
8639879	8639900	-1
8639900	8640365	-1
8640365	8645059	-1
8645059	8648418	-1
8648418	8649570	-1
8649570	8650061	-2
8650061	8650071	-1
8650071	8829543	0
8829543	8840906	1
8840906	8974209	2
8974209	8974525	1
8974525	8974543	0
8974543	8974809	0
8974809	8975855	0
8975855	8975871	-1
8975871	8976254	-2
8976254	8978262	-3
8978262	8978279	-2
8978279	8980156	-1
8980156	8980184	-2
8980184	8980190	-3
8980190	8980202	-4
8980202	8981123	-5
8981123	8981515	-5
8981515	8982331	-5
8982331	8982370	-6
8982370	8984085	-7
8984085	8985756	-8
8985756	8986933	-8
8986933	8986940	-9
8986940	8986978	-10
8986978	8986997	-12
8986997	8990753	-13
8990753	8994912	-13
8994912	8997483	-13
8997483	9001460	-14
9001460	9028713	-15
9028713	9032486	-14
9032486	9036427	-14
9036427	9037055	-15
9037055	9037148	-15
9037148	9037215	-15
9037215	9044641	-15
9044641	9046804	-14
9046804	9046824	-13
9046824	9049395	-14
9049395	9049396	-13
9049396	9050451	-12
9050451	9053620	-12
9053620	9103911	-12
9103911	9106127	-11
9106127	9106604	-10
9106604	9107806	-11
9107806	9110772	-10
9110772	9111354	-10
9111354	9113228	-10
9113228	9113674	-10
9113674	9119323	-11
9119323	9126055	-12
9126055	9132741	-12
9132741	9132759	-13
9132759	9134812	-14
9134812	9135715	-13
9135715	9136925	-14
9136925	9136931	-13
9136931	9136959	-14
9136959	9138766	-13
9138766	9138814	-14
9138814	9141479	-15
9141479	9148836	-14
9148836	9150641	-15
9150641	9157229	-16
9157229	9163898	-15
9163898	9188055	-15
9188055	9200408	-15
9200408	9219309	-16
9219309	9220035	-16
9220035	9223300	-16
9223300	9224064	-17
9224064	9226778	-17
9226778	9226804	-17
9226804	9226835	-17
9226835	9226838	-17
9226838	9227318	-17
9227318	9227388	-16
9227388	9227418	-16
9227418	9227427	-17
9227427	9227443	-18
9227443	9230475	-17
9230475	9232541	-17
9232541	9235202	-17
9235202	9236210	-16
9236210	9238839	-17
9238839	9238840	-17
9238840	9240376	-17
9240376	9240491	-17
9240491	9241274	-17
9241274	9245644	-17
9245644	9245669	-18
9245669	9246479	-19
9246479	9247899	-19
9247899	9247932	-20
9247932	9249528	-20
9249528	9249866	-20
9249866	9252090	-21
9252090	9254678	-21
9254678	9254734	-21
9254734	9254738	-21
9254738	9255164	-21
9255164	9255205	-21
9255205	9256739	-22
9256739	9257157	-22
9257157	9258137	-22
9258137	9259264	-23
9259264	9260118	-23
9260118	9271022	-23
9271022	9280168	-22
9280168	9291817	-22
9291817	9291823	-22
9291823	9294797	-22
9294797	9298235	-23
9298235	9313829	-23
9313829	9314183	-23
9314183	9317432	-22
9317432	9329709	-22
9329709	9425005	-22
9425005	9431920	-21
9431920	9434557	-20
9434557	9438362	-19
9438362	9594883	-19
9594883	9598063	-19
9598063	9598078	-18
9598078	9601982	-17
9601982	9608779	-16
9608779	9610209	-16
9610209	9610659	-17
9610659	9610729	-16
9610729	9611133	-15
9611133	9611303	-14
9611303	9611704	-13
9611704	9612232	-14
9612232	9612460	-13
9612460	9614126	-12
9614126	9614167	-12
9614167	9614245	-12
9614245	9615720	-12
9615720	9661422	-11
9661422	9661961	-10
9661961	9662601	-10
9662601	9666705	-9
9666705	9666732	-10
9666732	9667889	-11
9667889	9667896	-12
9667896	9668173	-13
9668173	9672325	-12
9672325	9672457	-13
9672457	9672997	-12
9672997	9673008	-13
9673008	9673332	-14
9673332	9679425	-13
9679425	9680514	-12
9680514	9680635	-12
9680635	9722677	-12
9722677	9759486	-12
9759486	9951766	-13
9951766	10018844	-12
10018844	10027232	-12
10027232	10027351	-13
10027351	10028601	-12
10028601	10028606	-12
10028606	10032493	-12
10032493	10033995	-12
10033995	10035570	-12
10035570	10041886	-12
10041886	10041904	-11
10041904	10041918	-10
10041918	10041921	-11
10041921	10044468	-12
10044468	10048081	-12
10048081	10053788	-11
10053788	10271494	-11
10271494	10273587	-11
10273587	10276350	-10
10276350	10320065	-11
10320065	10627037	-11
10627037	10669050	-10
10669050	10669053	-10
10669053	10939347	-10
10939347	10971887	-10
10971887	10971904	-10
10971904	10979236	-10
10979236	10979429	-9
10979429	10979435	-10
10979435	11277590	-11
11277590	11340005	-10
11340005	11346839	-10
11346839	11348715	-10
11348715	11348801	-11
11348801	11423677	-11
11423677	11433344	-11
11433344	11438304	-12
11438304	11440335	-12
11440335	11454794	-12
11454794	11458337	-12
11458337	11462753	-12
11462753	11846366	-12
11846366	11852534	-12
11852534	12156576	-11
12156576	13014968	-10
13014968	13028886	-10
13028886	13035522	-9
13035522	13350915	-9
13350915	13369945	-8
13369945	13384787	-8
13384787	13395245	-7
13395245	13396553	-8
13396553	13396624	-7
13396624	13483949	-6
13483949	13496990	-6
13496990	13504606	-6
13504606	13554554	-6
13554554	13649671	-6
13649671	13660159	-6
13660159	14064437	-6
14064437	14067725	-7
14067725	15165547	-6
15165547	15741462	-6
15741462	15808872	-5
15808872	15870964	-4
15870964	15879560	-4
15879560	15906626	-3
15906626	15912361	-3
15912361	15921748	-3
15921748	15922634	-3
15922634	15994043	-3
15994043	16022561	-3
16022561	16036255	-4
16036255	16036272	-4
16036272	16067636	-4
16067636	16137173	-3
16137173	16141689	-2
16141689	16145065	-1
16145065	16145427	0
16145427	16145436	-1
16145436	16149592	-3
16149592	16188039	-3
16188039	16207825	-2
16207825	16210148	-3
16210148	16210222	-4
16210222	16337356	-5
16337356	16428227	-4
16428227	16484721	-4
16484721	16533917	-5
16533917	16701091	-5
16701091	16953990	-5
16953990	16981615	-4
16981615	17247695	-3
17247695	17247781	-4
17247781	17258726	-5
17258726	17263864	-5
17263864	17264859	-6
17264859	17273615	-6
17273615	17274261	-5
17274261	17276585	-4
17276585	17283711	-5
17283711	17286716	-5
17286716	17289242	-4
17289242	17307382	-4
17307382	17324609	-4
17324609	17326697	-5
17326697	17330774	-6
17330774	17330793	-7
17330793	17333539	-6
17333539	17341734	-5
17341734	17351527	-4
17351527	17354494	-3
17354494	17357683	-2
17357683	17358578	-2
17358578	17358583	-1
17358583	17359511	0
17359511	17359552	1
17359552	17359825	0
17359825	17360258	0
17360258	17370694	1
17370694	17371743	1
17371743	17371744	3
17371744	17373398	4
17373398	17383209	3
17383209	17384770	3
17384770	17397852	3
17397852	17413659	3
17413659	17420206	3
17420206	17426250	4
17426250	17428027	4
17428027	17434023	5
17434023	18458057	6
18458057	18578130	6
18578130	18580947	6
18580947	18581145	8
18581145	18581342	10
18581342	18581539	12
18581539	18585042	14
