0	3624	0
3624	225979	1
225979	225989	2
225989	426632	3
426632	710905	2
710905	1038587	1
1038587	1097774	1
1097774	1097867	0
1097867	2848847	-1
2848847	4038336	-1
4038336	4038480	-2
4038480	4472484	-3
4472484	4591928	-2
4591928	4896803	-3
4896803	5638930	-3
5638930	7174421	-2
7174421	8799791	-3
8799791	9807548	-3
9807548	11211679	-4
11211679	11226526	-4
11226526	11241928	-14112
11241928	11242113	-14112
11242113	11242399	-14112
11242399	11245005	-16246
11245005	11662967	-17230
11662967	11788160	-17230
11788160	11800919	-17230
11800919	11820771	-17230
11820771	15642817	-17230
15642817	15652856	-17229
15652856	17072077	-17228
17072077	17518010	-17228
17518010	18952108	-17227
18952108	19301885	-17227
19301885	26992728	-17226
